Accident Ref.,Borough,Boro,Easting,Northing,CREFNO,Casualty Class,Casualty Sex,Casualty Age (Banded),Casualty Age,No. of Casualties,Casualty Severity,Ped. Location,Ped. Movement,Mode of Travel, 
0115XH30313,HILLINGDON,26,505540,184260,1,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30315,HILLINGDON,26,505530,182360,1,1 Driver/Rider,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30316,HILLINGDON,26,508350,184040,1,1 Driver/Rider,1 Male,0-15,11,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30317,HILLINGDON,26,511080,180980,1,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30319,HILLINGDON,26,509750,181990,2,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30319,HILLINGDON,26,509750,181990,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30320,HILLINGDON,26,506220,185650,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30321,HILLINGDON,26,508670,179330,1,1 Driver/Rider,2 Female,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30322,HILLINGDON,26,508160,181600,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30322,HILLINGDON,26,508160,181600,2,1 Driver/Rider,1 Male,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30322,HILLINGDON,26,508160,181600,3,2 Passenger,1 Male,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30322,HILLINGDON,26,508160,181600,4,2 Passenger,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30323,HILLINGDON,26,510590,188640,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30324,HILLINGDON,26,509330,178890,1,1 Driver/Rider,1 Male,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30325,HILLINGDON,26,505390,182350,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30327,HILLINGDON,26,506200,179790,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30328,HILLINGDON,26,511900,185520,1,1 Driver/Rider,2 Female,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30329,HILLINGDON,26,505190,183950,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30329,HILLINGDON,26,505190,183950,2,2 Passenger,2 Female,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30330,HILLINGDON,26,505780,181890,1,1 Driver/Rider,2 Female,25-59,57,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0115XH30330,HILLINGDON,26,505780,181890,2,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30331,HILLINGDON,26,510920,185220,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30331,HILLINGDON,26,510920,185220,2,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30332,HILLINGDON,26,511690,181900,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30332,HILLINGDON,26,511690,181900,3,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30332,HILLINGDON,26,511690,181900,2,2 Passenger,1 Male,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30333,HILLINGDON,26,509570,181620,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30335,HILLINGDON,26,507830,185870,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30335,HILLINGDON,26,507830,185870,2,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30336,HILLINGDON,26,505430,184290,1,1 Driver/Rider,1 Male,16-24,21,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30338,HILLINGDON,26,508310,188410,1,1 Driver/Rider,1 Male,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30340,HILLINGDON,26,510230,190150,1,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30342,HILLINGDON,26,505990,184010,1,1 Driver/Rider,1 Male,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30343,HILLINGDON,26,510110,181320,1,3 Pedestrian,1 Male,25-59,51,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115XH30344,HILLINGDON,26,505480,178370,1,1 Driver/Rider,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30345,HILLINGDON,26,506110,183170,1,2 Passenger,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30348,HILLINGDON,26,509420,187100,1,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30349,HILLINGDON,26,508980,179760,1,1 Driver/Rider,1 Male,25-59,45,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30350,HILLINGDON,26,510970,180740,1,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30351,HILLINGDON,26,508130,181350,1,1 Driver/Rider,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30355,HILLINGDON,26,511360,185620,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30356,HILLINGDON,26,507060,178390,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30357,HILLINGDON,26,510310,190480,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30361,HILLINGDON,26,506020,180300,2,1 Driver/Rider,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30361,HILLINGDON,26,506020,180300,1,1 Driver/Rider,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30362,HILLINGDON,26,507640,184410,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30363,HILLINGDON,26,506640,181860,1,3 Pedestrian,1 Male,0-15,14,1,3 Slight,04 Crossing Road Within 50m Xing,1 From Drivers N/Side,1 Pedestrian, 
0115XH30365,HILLINGDON,26,507670,190450,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30366,HILLINGDON,26,504760,177140,1,1 Driver/Rider,1 Male,25-59,42,1,2 Serious,-2 Unknown,-2 N/A,4 Car, 
0115XH30367,HILLINGDON,26,512060,182170,1,3 Pedestrian,1 Male,0-15,7,1,3 Slight,05 Crossing Road (Not On Xing),1 From Drivers N/Side,1 Pedestrian, 
0115XH30368,HILLINGDON,26,508700,177630,1,1 Driver/Rider,2 Female,25-59,46,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30369,HILLINGDON,26,507520,177170,1,1 Driver/Rider,1 Male,60+,61,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30369,HILLINGDON,26,507520,177170,2,2 Passenger,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30369,HILLINGDON,26,507520,177170,3,2 Passenger,2 Female,60+,65,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30369,HILLINGDON,26,507520,177170,4,2 Passenger,1 Male,60+,82,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30370,HILLINGDON,26,507940,182450,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30370,HILLINGDON,26,507940,182450,2,2 Passenger,2 Female,60+,61,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30371,HILLINGDON,26,507613,180340,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30372,HILLINGDON,26,507470,178730,2,2 Passenger,1 Male,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30372,HILLINGDON,26,507470,178730,1,2 Passenger,2 Female,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30373,HILLINGDON,26,505580,191670,1,1 Driver/Rider,1 Male,60+,72,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30374,HILLINGDON,26,507430,182710,1,1 Driver/Rider,2 Female,25-59,42,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30374,HILLINGDON,26,507430,182710,2,1 Driver/Rider,1 Male,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115XH30375,HILLINGDON,26,507480,178850,1,1 Driver/Rider,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30377,HILLINGDON,26,509810,179030,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30378,HILLINGDON,26,505420,184280,1,3 Pedestrian,1 Male,25-59,39,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0115XH30379,HILLINGDON,26,509740,181990,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30382,HILLINGDON,26,511510,182070,1,1 Driver/Rider,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30386,HILLINGDON,26,508980,187520,1,1 Driver/Rider,1 Male,60+,85,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30387,HILLINGDON,26,508190,186630,1,1 Driver/Rider,1 Male,16-24,16,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30388,HILLINGDON,26,505470,178340,1,1 Driver/Rider,1 Male,25-59,44,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30389,HILLINGDON,26,510390,182670,1,1 Driver/Rider,1 Male,25-59,28,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30390,HILLINGDON,26,509610,181600,1,3 Pedestrian,2 Female,16-24,17,1,3 Slight,01 Crossing Road On Ped Xing,1 From Drivers N/Side,1 Pedestrian, 
0115XH30391,HILLINGDON,26,507970,186170,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30393,HILLINGDON,26,508350,176930,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30393,HILLINGDON,26,508350,176930,3,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30393,HILLINGDON,26,508350,176930,2,2 Passenger,2 Female,25-59,25,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30394,HILLINGDON,26,506050,185540,2,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30394,HILLINGDON,26,506050,185540,1,1 Driver/Rider,2 Female,25-59,47,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30395,HILLINGDON,26,511610,181770,1,1 Driver/Rider,2 Female,25-59,41,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30396,HILLINGDON,26,508990,178520,1,1 Driver/Rider,2 Female,60+,63,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30396,HILLINGDON,26,508990,178520,2,2 Passenger,2 Female,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30397,HILLINGDON,26,509340,178880,1,3 Pedestrian,1 Male,0-15,12,1,3 Slight,04 Crossing Road Within 50m Xing,2 From Drivers N/Side Msk,1 Pedestrian, 
0115XH30399,HILLINGDON,26,507490,178810,1,1 Driver/Rider,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30400,HILLINGDON,26,509960,179940,1,2 Passenger,1 Male,60+,77,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30401,HILLINGDON,26,507750,182400,1,1 Driver/Rider,1 Male,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30402,HILLINGDON,26,507640,185050,1,1 Driver/Rider,2 Female,25-59,51,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30403,HILLINGDON,26,507770,182400,1,1 Driver/Rider,2 Female,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30404,HILLINGDON,26,510510,181120,1,3 Pedestrian,1 Male,25-59,51,1,3 Slight,06 On Footpath - Verge,9 Unknown Or Other,1 Pedestrian, 
0115XH30405,HILLINGDON,26,509900,178980,1,1 Driver/Rider,1 Male,25-59,58,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30407,HILLINGDON,26,507640,184580,1,1 Driver/Rider,2 Female,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30408,HILLINGDON,26,503930,175990,3,2 Passenger,1 Male,25-59,33,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30408,HILLINGDON,26,503930,175990,2,2 Passenger,2 Female,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30408,HILLINGDON,26,503930,175990,1,1 Driver/Rider,1 Male,25-59,26,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30409,HILLINGDON,26,508730,182340,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30410,HILLINGDON,26,510130,188090,1,1 Driver/Rider,2 Female,25-59,54,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30413,HILLINGDON,26,507890,181580,1,1 Driver/Rider,1 Male,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30414,HILLINGDON,26,511250,185990,1,3 Pedestrian,2 Female,0-15,12,1,2 Serious,05 Crossing Road (Not On Xing),2 From Drivers N/Side Msk,1 Pedestrian, 
0115XH30415,HILLINGDON,26,508260,186720,1,1 Driver/Rider,1 Male,25-59,56,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30416,HILLINGDON,26,505390,183790,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30417,HILLINGDON,26,512380,185720,1,1 Driver/Rider,1 Male,16-24,18,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30418,HILLINGDON,26,507470,183390,1,1 Driver/Rider,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30420,HILLINGDON,26,511540,187040,1,2 Passenger,2 Female,0-15,10,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30421,HILLINGDON,26,510060,187280,1,1 Driver/Rider,2 Female,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30422,HILLINGDON,26,507960,182270,3,2 Passenger,1 Male,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30422,HILLINGDON,26,507960,182270,2,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30422,HILLINGDON,26,507960,182270,1,1 Driver/Rider,2 Female,25-59,28,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30423,HILLINGDON,26,506210,185563,2,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30423,HILLINGDON,26,506210,185563,1,1 Driver/Rider,1 Male,25-59,39,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30425,HILLINGDON,26,506890,184420,1,1 Driver/Rider,1 Male,25-59,38,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30426,HILLINGDON,26,510370,180650,1,1 Driver/Rider,1 Male,60+,86,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30427,HILLINGDON,26,507450,178810,1,1 Driver/Rider,1 Male,25-59,57,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30428,HILLINGDON,26,511002,180950,1,1 Driver/Rider,2 Female,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30430,HILLINGDON,26,510090,185990,1,1 Driver/Rider,1 Male,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30431,HILLINGDON,26,509810,179790,1,3 Pedestrian,2 Female,16-24,23,1,3 Slight,04 Crossing Road Within 50m Xing,3 From Drivers O/Side,1 Pedestrian, 
0115XH30432,HILLINGDON,26,507520,182020,1,1 Driver/Rider,1 Male,25-59,55,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30433,HILLINGDON,26,511070,180908,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30435,HILLINGDON,26,504970,183840,1,2 Passenger,2 Female,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,5 Taxi, 
0115XH30436,HILLINGDON,26,507160,176910,1,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30437,HILLINGDON,26,506480,185440,2,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30437,HILLINGDON,26,506480,185440,1,2 Passenger,2 Female,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30437,HILLINGDON,26,506480,185440,3,2 Passenger,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30438,HILLINGDON,26,510230,181260,1,2 Passenger,2 Female,60+,64,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30440,HILLINGDON,26,510570,182560,1,1 Driver/Rider,1 Male,0-15,11,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30441,HILLINGDON,26,508070,181140,1,1 Driver/Rider,1 Male,16-24,24,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30442,HILLINGDON,26,511040,184570,1,3 Pedestrian,1 Male,25-59,29,1,3 Slight,09 In Road - Not Crossing,9 Unknown Or Other,1 Pedestrian, 
0115XH30443,HILLINGDON,26,506500,179290,1,1 Driver/Rider,2 Female,16-24,19,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30444,HILLINGDON,26,511710,185400,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30446,HILLINGDON,26,505390,181640,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30447,HILLINGDON,26,509260,184520,2,1 Driver/Rider,1 Male,25-59,45,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30447,HILLINGDON,26,509260,184520,1,1 Driver/Rider,2 Female,25-59,52,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30449,HILLINGDON,26,506530,179260,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,8 Other Vehicle, 
0115XH30450,HILLINGDON,26,504520,177810,1,2 Passenger,2 Female,0-15,8,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115XH30451,HILLINGDON,26,507890,178500,2,2 Passenger,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30451,HILLINGDON,26,507890,178500,1,2 Passenger,2 Female,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30452,HILLINGDON,26,509880,179740,1,2 Passenger,1 Male,25-59,29,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30453,HILLINGDON,26,510330,178219,1,2 Passenger,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30454,HILLINGDON,26,505880,176950,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30456,HILLINGDON,26,507650,180230,1,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30456,HILLINGDON,26,507650,180230,5,2 Passenger,2 Female,25-59,35,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30456,HILLINGDON,26,507650,180230,6,2 Passenger,1 Male,25-59,49,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30456,HILLINGDON,26,507650,180230,7,2 Passenger,1 Male,16-24,17,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30456,HILLINGDON,26,507650,180230,2,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30456,HILLINGDON,26,507650,180230,3,2 Passenger,2 Female,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30456,HILLINGDON,26,507650,180230,4,2 Passenger,1 Male,25-59,30,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30457,HILLINGDON,26,510830,181390,1,1 Driver/Rider,2 Female,25-59,43,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30457,HILLINGDON,26,510830,181390,2,1 Driver/Rider,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30458,HILLINGDON,26,505830,184140,1,1 Driver/Rider,1 Male,25-59,49,1,2 Serious,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30459,HILLINGDON,26,507800,185720,1,1 Driver/Rider,1 Male,25-59,53,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30460,HILLINGDON,26,509610,182610,1,1 Driver/Rider,2 Female,60+,75,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30461,HILLINGDON,26,507480,180990,1,1 Driver/Rider,1 Male,25-59,50,1,2 Serious,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30462,HILLINGDON,26,509700,181690,1,1 Driver/Rider,1 Male,0-15,10,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30463,HILLINGDON,26,505520,184250,1,3 Pedestrian,2 Female,Unknown,0,1,3 Slight,09 In Road - Not Crossing,5 In Rd Not Crossing,1 Pedestrian, 
0115XH30466,HILLINGDON,26,511230,180240,1,1 Driver/Rider,1 Male,25-59,48,1,3 Slight,-2 Unknown,-2 N/A,3 Powered 2 Wheeler, 
0115XH30466,HILLINGDON,26,511230,180240,2,1 Driver/Rider,2 Female,25-59,40,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30467,HILLINGDON,26,505350,182700,1,1 Driver/Rider,1 Male,25-59,36,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30467,HILLINGDON,26,505350,182700,2,1 Driver/Rider,1 Male,25-59,37,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115XH30468,HILLINGDON,26,510340,181180,1,2 Passenger,2 Female,0-15,6,1,3 Slight,-2 Unknown,-2 N/A,6 Bus Or Coach, 
0115XH30469,HILLINGDON,26,504620,176620,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,7 Goods Vehicle, 
0115XH30470,HILLINGDON,26,508450,178440,2,2 Passenger,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30470,HILLINGDON,26,508450,178440,1,2 Passenger,2 Female,16-24,20,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30471,HILLINGDON,26,510970,180760,1,1 Driver/Rider,1 Male,25-59,38,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30471,HILLINGDON,26,510970,180760,2,2 Passenger,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30471,HILLINGDON,26,510970,180760,3,2 Passenger,2 Female,25-59,34,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30473,HILLINGDON,26,506620,182940,1,3 Pedestrian,2 Female,25-59,43,1,2 Serious,05 Crossing Road (Not On Xing),9 Unknown Or Other,1 Pedestrian, 
0115XH30474,HILLINGDON,26,506190,179790,1,1 Driver/Rider,1 Male,Unknown,0,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30476,HILLINGDON,26,511730,181990,1,1 Driver/Rider,1 Male,16-24,22,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30477,HILLINGDON,26,505830,184140,1,1 Driver/Rider,2 Female,25-59,54,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30478,HILLINGDON,26,510920,188200,1,1 Driver/Rider,2 Female,25-59,32,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30478,HILLINGDON,26,510920,188200,2,2 Passenger,2 Female,0-15,10,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30479,HILLINGDON,26,505700,184320,1,1 Driver/Rider,1 Male,25-59,31,1,3 Slight,-2 Unknown,-2 N/A,2 Pedal Cycle, 
0115XH30481,HILLINGDON,26,509180,178360,1,1 Driver/Rider,1 Male,25-59,27,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30482,HILLINGDON,26,511990,186090,1,1 Driver/Rider,1 Male,16-24,21,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30484,HILLINGDON,26,508170,178470,1,1 Driver/Rider,1 Male,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30486,HILLINGDON,26,509520,179190,1,1 Driver/Rider,1 Male,16-24,23,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
0115XH30487,HILLINGDON,26,504760,176660,1,1 Driver/Rider,2 Female,25-59,50,1,3 Slight,-2 Unknown,-2 N/A,4 Car, 
